Page,Titre,Sous-section,Section,Contenu,Liens,Images
Finances et assurances,Financeset assurances,Remboursementdu matériel et des médicaments pour le diabète,Inscrivez-vous à l'infolettre,Restez informé(e) de nos nouvelles et activités. Abonnez-vous,https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Finances et assurances,Financeset assurances,Assurances,Type d’assurances,"Il existe différents types d’assurances: L’assurance de dommages, qui permet de couvrir les biens tels que l’automobile, la maison et le commerce, la responsabilité civile ou commerciale, etc.L’assurance collective de personnes, qui est offerte par un employeur à ses employés ou par un ordre professionnel à ses membres. Dépendamment du contrat, celui-ci peut couvrir le décès, l’invalidité, les soins médicaux, visuels ou dentaires, la maladie grave, l’assurance voyage, etc.L’assurance de personnes, qui établit un contrat entre un individu (preneur ou assuré) et une compagnie d’assurance (assureur) qui accepte de couvrir certains risques tel le décès, l’invalidité, la maladie grave, les frais médicaux, les accidents ou la maladie en voyage à l’extérieur de la province, etc.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Finances et assurances,Financeset assurances,Assurances,Assurance de personnes,"La plupart des personnes vivant avec le diabète s’interrogent principalement lorsqu’il est question d’assurance de personnes. Le contrat en assurance de personnes est un contrat unilatéral entre l’assuré et la compagnie d’assurance. C’est-à-dire qu’une fois le contrat établi, seul l’assuré peut y apporter des modifications. La compagnie se réserve toutefois le droit de choisir ses clients selon son évaluation du risque. Pour un individu, le fait qu’il soit diabétique ne veut pas nécessairement dire qu’il sera refusé pour une assurance de personnes. Effectivement, l’assureur pourrait l’accepter avec les conditions standards ou avec une prime supplémentaire, dépendamment du risque que représente le client selon l’évaluation de son dossier par les spécialistes de la compagnie. Il est aussi important de comprendre que le diabète seul n’est pas nécessairement une cause de refus, mais que c’est plutôt l’addition des facteurs tels le surplus de poids, l’hypertension artérielle, un taux de cholestérol hors norme, les maladies cardiovasculaires et autres, qui peuvent en devenir une. Quelques assureurs ont mis en place des contrats d’assurance qui permettent une sélection assouplie et couvrent les personnes qui seraient plus difficilement assurables par un contrat standard. Ces produits sont plus chers au départ, mais les questions pour y adhérer sont moins sélectives. Aucun de ces contrats n’est prévu exclusivement pour les personnes diabétiques, mais plutôt pour les personnes plus difficilement assurables pour diverses raisons. En résumé, pour bénéficier d’une assurance vie, invalidité ou maladie grave, il n’existe pas de produit exclusif pour les personnes diabétiques. Il est donc important de rencontrer un professionnel certifié et accrédité par l’Autorité des marchés financiers, qui fera une analyse des besoins et posera les questions nécessaires afin d’offrir au client, si possible, le produit approprié selon son état de santé global.",https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Finances et assurances,Financeset assurances,Assurances,Inscrivez-vous à l'infolettre,Restez informé(e) de nos nouvelles et activités. Abonnez-vous,https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Événements, fêtes et célébrations","Événements,fêtes et célébrations",Page nontrouvée,Inscrivez-vous à l'infolettre,Restez informé(e) de nos nouvelles et activités. Abonnez-vous,https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Événements, fêtes et célébrations","Événements,fêtes et célébrations",Ramadanet diabète,Qu’est-ce que le Ramadan ?,"Le Ramadan, l’un des cinq piliers de la religion islamique, est un mois saint durant lequel le jeûne doit être observé du lever au coucher du soleil. Il correspond au 9e mois du calendrier musulman. Ce calendrier étant lunaire, la période de Ramadan varie à chaque année, tout comme les heures d’abstinence.",https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/alimentation/lalimentation-de-la-personne-diabetique/; https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/hypoglycemie-comprendre-traiter/; https://www.diabete.qc.ca/lhyperglycemie/; https://www.diabete.qc.ca/wp-content/uploads/2023/05/Ramadan_arabe.pdf; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Événements, fêtes et célébrations","Événements,fêtes et célébrations",Ramadanet diabète,Les personnes vivant avec le diabète sont exemptées,"Selon le Coran, le diabète fait partie des situations pouvant permettre l’exemption du jeûne étant donné les risques associés. Le jeûne est d’ailleurs déconseillé aux personnes vivant avec le diabète. Malgré tout, le fait de pratiquer ou non le Ramadan demeure un choix personnel.",https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/alimentation/lalimentation-de-la-personne-diabetique/; https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/hypoglycemie-comprendre-traiter/; https://www.diabete.qc.ca/lhyperglycemie/; https://www.diabete.qc.ca/wp-content/uploads/2023/05/Ramadan_arabe.pdf; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Événements, fêtes et célébrations","Événements,fêtes et célébrations",Ramadanet diabète,Jeûne et diabète : une combinaison présentant des risques,"Les principaux risques associés au jeûne sont : l’hypoglycémie, l’hyperglycémie, la cétose diabétique (présence de corps cétoniques dans le sang) et la déshydratation. Les personnes vivant avec le diabète traitées avec de l’insuline ou des sécrétagogues d’insuline* sont particulièrement à risque. Il en va de même pour les personnes ayant un contrôle inadéquat de la glycémie, celles présentant des épisodes d’hypoglycémie fréquents et/ou ayant eu un épisode d’hypoglycémie sévère dans les 3 derniers mois et celles ne ressentant plus les symptômes d’hypoglycémie. La présence de complications et de maladies aigües ainsi que certaines situations particulières (ex. : métier physique) accroissent aussi les risques associés au jeûne. *gliclazide (DiamicronMDet Diamicron MRMD), glimépiride (AmarylMD), glyburide (DiabetaMD), répaglinide (GlucoNormMD). Afin que le jeûne soit fait en toute sécurité, il est primordial de le planifier avec son médecin.",https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/alimentation/lalimentation-de-la-personne-diabetique/; https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/hypoglycemie-comprendre-traiter/; https://www.diabete.qc.ca/lhyperglycemie/; https://www.diabete.qc.ca/wp-content/uploads/2023/05/Ramadan_arabe.pdf; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Événements, fêtes et célébrations","Événements,fêtes et célébrations",Ramadanet diabète,Points à revoir avec son médecin,L’état de santé général;Le contrôle du diabète;Les risques du jeûne;La médication;La surveillance de la glycémie.,https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/alimentation/lalimentation-de-la-personne-diabetique/; https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/hypoglycemie-comprendre-traiter/; https://www.diabete.qc.ca/lhyperglycemie/; https://www.diabete.qc.ca/wp-content/uploads/2023/05/Ramadan_arabe.pdf; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Événements, fêtes et célébrations","Événements,fêtes et célébrations",Ramadanet diabète,Maintenir de saines habitudes de vie,"Au-delà du jeûne quotidien, le Ramadan entraîne une perturbation drastique des habitudes de vie, particulièrement en lien avec l’alimentation et l’horaire de sommeil. Ces changements affectent de façon importante la gestion de la maladie et certains conseils sont de mise.",https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/alimentation/lalimentation-de-la-personne-diabetique/; https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/hypoglycemie-comprendre-traiter/; https://www.diabete.qc.ca/lhyperglycemie/; https://www.diabete.qc.ca/wp-content/uploads/2023/05/Ramadan_arabe.pdf; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Événements, fêtes et célébrations","Événements,fêtes et célébrations",Ramadanet diabète,Lorsque le jeûne est rompu :,"Garder un horaire stable pour les repas.Éviter le grignotage continu.Consommer desrepas équilibrés.Boire beaucoup d’eau.Lors du Sahour (repas avant le lever du soleil), privilégier les aliments contenant des glucides à absorption lente (harira, semoule, haricots, pain, riz, dhal).Lors de l’Iftar (repas à la rupture du jeûne), débuter par des aliments contenant des glucides à absorption rapide (fruits, dattes) puis consommer des aliments contenant des glucides à absorption lente.",https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/alimentation/lalimentation-de-la-personne-diabetique/; https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/hypoglycemie-comprendre-traiter/; https://www.diabete.qc.ca/lhyperglycemie/; https://www.diabete.qc.ca/wp-content/uploads/2023/05/Ramadan_arabe.pdf; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Événements, fêtes et célébrations","Événements,fêtes et célébrations",Ramadanet diabète,En tout temps :,"Éviter les activités physiques d’intensité élevée.Mesurer la glycémie fréquemment.Si un problème survient, consulter un médecin.",https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/hypoglycemie-comprendre-traiter/; https://www.diabete.qc.ca/lhyperglycemie/; https://www.diabete.qc.ca/wp-content/uploads/2023/05/Ramadan_arabe.pdf; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Événements, fêtes et célébrations","Événements,fêtes et célébrations",Ramadanet diabète,Rompre le jeûne,"Une personne vivant avec le diabète qui décide de pratiquer le jeûne du Ramadan doit savoir que certaines situations pourraient l’obliger à rompre le jeûne. C’est le cas si unehypoglycémie(glycémie en bas de 4,0 mmol/L) ou unehyperglycémieimportante (glycémie en haut de 16,5 mmol/L) surviennent. Pour télécharger une version en arabe de ce texte,cliquez ici.",https://www.diabete.qc.ca/le-diabete/la-gestion-du-diabete/hypoglycemie-comprendre-traiter/; https://www.diabete.qc.ca/lhyperglycemie/; https://www.diabete.qc.ca/wp-content/uploads/2023/05/Ramadan_arabe.pdf; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
"Événements, fêtes et célébrations","Événements,fêtes et célébrations",Ramadanet diabète,Inscrivez-vous à l'infolettre,Restez informé(e) de nos nouvelles et activités. Abonnez-vous,https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Grossesse et changements hormonaux,Grossesse et changementshormonaux,Lagrossessechez la femme diabétique de type 1 ou 2,Les risques et complications possibles,"Les femmes diabétiques sont plus à risque de fausse-couche ou d’avoir un bébé avec des malformations congénitales (malformations cardiaques et rénales par exemple). Ce risque augmente considérablement si le contrôle de la glycémie n’est pas optimal, surtout au moment de la conception et durant les 3 premiers mois de la grossesse, moment où se forment les organes du bébé. En cas de glycémies mal contrôlées, il est fortement conseillé de retarder la grossesse. Votre équipe de soins pourra vous aider dans votre démarche pour améliorer le contrôle de votre glycémie. Une glycémie mal contrôlée présente de nombreux risques pour la mère et le bébé.",https://www.diabete.qc.ca/la-gestion-du-poids-chez-ladulte/; https://www.diabete.qc.ca/boutique/le-diabete-de-grossesse/; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Grossesse et changements hormonaux,Grossesse et changementshormonaux,Lagrossessechez la femme diabétique de type 1 ou 2,Les risques pour la mère :,Fausse-coucheAggravation rapide de la rétinopathie (dommages à la rétine causés par le diabète)Aggravation rapide de la néphropathie (dommages aux reins causés par le diabète) et de l’insuffisance rénaleAccouchement vaginal plus difficile (à cause du poids du bébé) nécessitant des manœuvres spéciales par l’obstétricien ou l’utilisation de forceps ou de ventousesAccouchement par césarienneHypertension de grossesse et pré-éclampsie (complication de la grossesse caractérisée par une tension artérielle élevée et de l’enflure importante)Surplus de liquide amniotique qui peut provoquer un accouchement prématuré,https://www.diabete.qc.ca/la-gestion-du-poids-chez-ladulte/; https://www.diabete.qc.ca/boutique/le-diabete-de-grossesse/; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Grossesse et changements hormonaux,Grossesse et changementshormonaux,Lagrossessechez la femme diabétique de type 1 ou 2,Les risques pour le bébé :,"Présence de malformations (surtout si le diabète est mal contrôlé durant les trois premiers mois de la grossesse) au niveau du développement du cœur, des reins et de l’appareil uro-génital, du cerveau, de la moelle épinière et du squelette de l’enfantPoids plus élevé que la moyenne à la naissance (poids supérieur à 4 kg ou 9 livres) ou parfois, au contraire, un retard de croissance et un petit poids à la naissanceNaissance prématuréeDifficultés respiratoires à la naissance liées, entre autres, à un retard de la maturation des poumonsHypoglycémie à la naissance, d’autant plus importante si le diabète a été mal équilibré dans les jours/semaines qui ont précédé l’accouchementJaunisseCarence en calcium dans le sang à la naissanceAnomalie de la production des globules rouges (polyglobulie ou hyperviscosité sanguine)Mort périnatale Toutes ces complications s’observent presque exclusivement lorsque le diabète n’est pas bien contrôlé. Avec l’intensification du traitement des femmes diabétiques, la mortalité des nouveau-nés a considérablement diminuée, mais elle reste légèrement plus élevée dans les groupes de femmes avec un mauvais contrôle du diabète, surtout s’il y a des épisodes de cétose ou d’acidocétose, ou de l’hypertension durant la grossesse.",https://www.diabete.qc.ca/la-gestion-du-poids-chez-ladulte/; https://www.diabete.qc.ca/boutique/le-diabete-de-grossesse/; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
Grossesse et changements hormonaux,Grossesse et changementshormonaux,Lagrossessechez la femme diabétique de type 1 ou 2,Pour limiter les risques,"Un contrôle glycémique strict depuis la période préconceptionnelle jusqu’à l’accouchement et un suivi rigoureux par une équipe multidisciplinaire dans un centre spécialisé permettent de diminuer grandement la plupart de ces risques. Il est conseillé aux femmes diabétiques qui souhaitent avoir un enfant de maintenir une hémoglobine glyquée (A1C) sous la barre du 7,0 % (et même inférieur à 6,5 % lorsque possible) pour réduire les risques de complications et de malformations. Cela peut paraître un défi de taille, mais il est atteignable. Si vous ne réussissez pas à atteindre cet objectif, sachez qu’une diminution de l’A1C, quelle qu’elle soit, améliore les chances d’avoir un bébé en santé. Attention, les femmes ayant une A1C au-dessus de 10,0 % doivent sérieusement songer à retarder la grossesse jusqu’à ce que les cibles de glycémie soient atteintes. Pour vous aider à y parvenir, votre médecin vous proposera peut-être d’augmenter ou de modifier votre traitement actuel. Chez certaines femmes avec un diabète de type 2, il est parfois conseillé de débuter l’insuline avant le début de la grossesse pour assurer un meilleur contrôle de la glycémie. Il faut savoir qu’un contrôle plus serré de la glycémie avec la médication antidiabétique ou l’insuline peut augmenter les risques d’hypoglycémie. En somme, les femmes diabétiques qui planifient une grossesse et qui ont besoin de médication antidiabétique ou d’insuline doivent surveiller plus fréquemment leur glycémie afin d’éviter les hyperglycémies et les hypoglycémies. Il est aussi conseillé aux femmes diabétiques de type 1 de faire des tests de corps cétoniques urinaires ou sanguins lorsque leur glycémie est très élevée pendant plusieurs heures. Consultez votre professionnel de la santé pour la procédure à suivre pour ce test.",https://www.diabete.qc.ca/la-gestion-du-poids-chez-ladulte/; https://www.diabete.qc.ca/boutique/le-diabete-de-grossesse/; https://diabete.eudonet.com/specif/EUDO_07984/Infolettres/Infolettres.aspx ; https://www.facebook.com/diabetequebec; https://ca.linkedin.com/company/diabète-québec; https://www.youtube.com/@DiabeteQuebec; https://www.instagram.com/diabetequebec/; https://www.diabete.qc.ca/nous-joindre/; https://www.diabete.qc.ca/faq/; https://www.diabete.qc.ca/plan-du-site/; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.diabete.qc.ca/politique-de-confidentialite/; #; https://www.diabete.qc.ca/conditions-dutilisation/; https://www.vortexsolution.com/; https://www.vortexsolution.com/,https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg; https://www.diabete.qc.ca/wp-content/themes/diabete.qc.ca/dist/images/logo.svg
